Repo,Link,Archived,Creation Date,First Activity Date,Last Activity Date,Topics,#Star,#Watch,#Fork,#Releases,#Contributors,Language,Size,#Issues,#Pull Requests,#Branches,#Commits,#Comments,#Deployments
nefujiangping/EncAttAgg,https://github.com/nefujiangping/EncAttAgg,FALSE,6/12/2020 15:22,6/12/2020 15:22,4/19/2021 2:32,[],7,1,2,0,1,Python,1728,5,0,2,17,0,0
sohyun-l/fifo,https://github.com/sohyun-l/fifo,FALSE,4/19/2022 19:31,4/19/2022 19:32,7/23/2022 9:45,"['computer-vision', 'cvpr', 'cvpr2022', 'fog', 'robustness', 'semantic-segmentation', 'weather']",63,2,17,0,1,Python,216,2,0,1,8,0,0
lindsey98/PhishIntention,https://github.com/lindsey98/PhishIntention,FALSE,3/12/2021 5:22,3/12/2021 5:22,10/7/2022 9:17,"['phishing-detection', 'phishing-identification', 'deep-learning-object-detection', 'deep-learning-classification', 'dynamic-web-interaction']",15,3,9,0,3,Python,40335,15,0,1,374,0,0
luis-gonzales/pointnet_own,https://github.com/luis-gonzales/pointnet_own,FALSE,4/3/2019 23:08,4/3/2019 23:08,11/17/2019 7:35,[],71,4,24,0,1,Python,13552,9,0,1,76,0,0
jinkyu032/FedMLB,https://github.com/jinkyu032/FedMLB,FALSE,6/16/2022 7:00,6/16/2022 7:01,8/27/2022 12:28,[],13,1,2,0,2,Python,4414,2,0,1,12,0,0
ISL-CV/ChiTransformer,https://github.com/ISL-CV/ChiTransformer,FALSE,7/16/2022 2:54,7/16/2022 3:00,9/28/2022 4:44,[],15,3,3,0,2,Python,4316,2,0,1,90,0,0
oleges1/quartznet-pytorch,https://github.com/oleges1/quartznet-pytorch,FALSE,10/5/2020 12:27,10/5/2020 12:27,7/16/2021 16:55,"['quartznet', 'quartznet-pytorch', 'automatic-speech-recognition', 'asr', 'asr-model', 'pytorch', 'common-voice', 'librispeech']",20,3,7,0,2,Jupyter Notebook,119,4,1,1,52,0,0
VoltaML/voltaML,https://github.com/VoltaML/voltaML,FALSE,6/11/2022 12:58,6/11/2022 12:58,11/9/2022 5:22,[],301,7,13,0,5,Python,47437,5,2,2,118,0,0
AvivNavon/nash-mtl,https://github.com/AvivNavon/nash-mtl,FALSE,2/1/2022 15:43,2/1/2022 15:43,7/11/2022 21:05,"['multi-task-learning', 'multi-task', 'game-theory', 'bargaining-game', 'icml-2022']",79,3,13,0,3,Python,764,9,2,2,20,0,0
spcl/ens10,https://github.com/spcl/ens10,FALSE,6/9/2022 16:03,6/9/2022 16:03,10/19/2022 15:26,[],8,8,1,0,4,Python,2584,1,1,1,19,0,0
wandb/examples,https://github.com/wandb/examples,FALSE,1/29/2018 17:53,1/29/2018 17:53,11/3/2022 20:50,[],792,20,251,0,47,Jupyter Notebook,173824,326,251,92,777,0,0
allenai/staged-training,https://github.com/allenai/staged-training,FALSE,3/3/2022 7:51,3/3/2022 7:51,3/24/2022 23:17,"['deep-learning', 'transformers', 'nlp', 'language-model', 'pytorch']",15,4,0,0,3,Jupyter Notebook,331,4,4,2,19,0,0
cog-isa/htm-rl,https://github.com/cog-isa/htm-rl,FALSE,5/18/2020 14:10,4/20/2020 12:24,10/1/2022 18:19,[],6,4,0,2,4,Python,33148,7,2,17,1154,0,0
DimitrisAlivas/StarQE,https://github.com/DimitrisAlivas/StarQE,FALSE,6/17/2021 8:58,6/17/2021 13:38,9/1/2022 13:02,[],19,4,4,1,3,Python,550,1,0,1,10,0,0
WongKinYiu/yolov7,https://github.com/WongKinYiu/yolov7,FALSE,7/6/2022 15:14,7/6/2022 15:14,10/7/2022 21:50,"['scaled-yolov4', 'yolor', 'yolov3', 'yolov4', 'yolov7', 'darknet', 'pytorch']",7102,87,1834,1,25,Jupyter Notebook,71377,1125,125,8,121,1,0
shariqfarooq123/LocalBins,https://github.com/shariqfarooq123/LocalBins,FALSE,3/28/2022 21:17,3/28/2022 21:17,7/20/2022 3:58,[],5,3,0,0,1,Python,521,2,0,1,2,0,0
LCS2-IIITD/SPARTA_WSDM2022,https://github.com/LCS2-IIITD/SPARTA_WSDM2022,FALSE,11/10/2021 6:15,11/10/2021 6:15,6/24/2022 11:10,['nlp'],8,3,4,0,2,Python,46,2,1,1,7,0,0
bhushan23/SfSNet-PyTorch,https://github.com/bhushan23/SfSNet-PyTorch,FALSE,3/16/2019 19:52,3/16/2019 19:52,5/18/2019 4:18,"['sfsnet', 'sirfs', 'shape', 'illumination', 'albedo', 'shading', 'illumination-estimation']",54,2,18,0,1,Python,684334,5,0,1,86,0,0
AustinXY/GIRAFFEHD,https://github.com/AustinXY/GIRAFFEHD,FALSE,4/23/2022 6:12,4/23/2022 6:12,11/8/2022 2:41,[],57,7,2,0,1,Python,2645,3,0,1,14,0,0
Splinter0/CoughCNN,https://github.com/Splinter0/CoughCNN,FALSE,5/4/2020 20:51,5/4/2020 20:51,6/18/2020 12:06,[],10,5,7,0,1,Jupyter Notebook,450,1,0,1,22,0,0
sudomaze/cookiecutter-pytorch-lightning,https://github.com/sudomaze/cookiecutter-pytorch-lightning,FALSE,9/6/2021 9:56,9/6/2021 10:00,9/7/2021 9:07,"['pytorch', 'pytorch-lightning', 'pytest', 'wandb', 'cookiecutter', 'cookiecutter-template']",8,2,0,0,1,Python,88,7,1,3,11,0,0
June-Li/SSL_yolov3_seal_FixMatch,https://github.com/June-Li/SSL_yolov3_seal_FixMatch,FALSE,5/14/2021 8:30,5/17/2021 4:25,5/17/2021 7:23,[],7,2,0,0,1,Python,3469,3,0,1,3,0,0
ZhaoHengrun/EDSR,https://github.com/ZhaoHengrun/EDSR,FALSE,11/10/2020 1:05,11/13/2020 9:01,12/24/2020 12:35,[],13,1,0,0,1,Python,5537,1,0,1,10,0,0
TangJiakai/RecBole-FairRec,https://github.com/TangJiakai/RecBole-FairRec,FALSE,3/18/2022 13:15,3/18/2022 13:15,6/15/2022 16:04,[],10,1,3,0,1,Python,389076,2,1,1,74,0,0
dongfang91/Generate-and-Rank-ConNorm,https://github.com/dongfang91/Generate-and-Rank-ConNorm,FALSE,4/20/2020 17:21,4/20/2020 17:21,2/22/2021 17:07,[],21,3,4,0,1,Python,257,9,0,1,18,0,0
qcwthu/Lifelong-Fewshot-Language-Learning,https://github.com/qcwthu/Lifelong-Fewshot-Language-Learning,FALSE,2/10/2022 1:52,2/10/2022 1:52,2/17/2022 0:47,"['pytorch', 'lifelong-learning']",39,3,6,0,1,Python,27069,1,0,2,33,0,0
google-research/look-back-when-surprised,https://github.com/google-research/look-back-when-surprised,FALSE,7/1/2022 9:44,7/4/2022 6:00,7/20/2022 6:43,"['reinforcement-learning', 'replay-buffer']",5,1,1,0,2,Python,94,12,12,1,27,0,0
lucidrains/progen,https://github.com/lucidrains/progen,FALSE,6/9/2021 14:44,6/9/2021 14:44,9/8/2021 20:28,"['artificial-intelligence', 'deep-learning', 'proteins']",69,7,9,35,1,Python,209,2,0,1,90,0,0
prs-eth/ImpliCity,https://github.com/prs-eth/ImpliCity,FALSE,2/21/2022 10:40,2/21/2022 10:40,9/7/2022 9:42,[],53,8,6,0,3,Python,556,1,0,1,11,0,0
RosettaCommons/RFDesign,https://github.com/RosettaCommons/RFDesign,FALSE,1/11/2022 17:50,1/11/2022 17:47,11/10/2022 23:36,[],119,10,41,0,5,Python,591476,37,3,2,34,0,0
Bigtuo/YOLOX-Lite,https://github.com/Bigtuo/YOLOX-Lite,FALSE,3/22/2022 8:43,3/22/2022 8:43,3/22/2022 8:53,[],19,1,1,0,1,Python,54303,3,0,1,3,0,0
IPL-UV/rbig_jax,https://github.com/IPL-UV/rbig_jax,FALSE,9/6/2020 15:39,8/28/2020 14:11,10/27/2022 9:16,"['gaussianization', 'density-estimation', 'rbig', 'information-theory', 'jax', 'sampling', 'generative-model']",5,3,1,0,2,Jupyter Notebook,115953,34,14,9,223,0,14
ezeeEric/DiVAE,https://github.com/ezeeEric/DiVAE,FALSE,8/5/2020 19:58,8/5/2020 19:58,9/17/2021 22:31,[],6,4,2,0,2,Python,3888,47,28,5,219,0,0
hpcaitech/ColossalAI-Examples,https://github.com/hpcaitech/ColossalAI-Examples,FALSE,1/18/2022 3:48,1/18/2022 3:48,11/11/2022 10:59,[],165,12,66,0,24,Python,2371,197,155,9,219,0,0
boostcampaitech2/final-project-level3-nlp-12,https://github.com/boostcampaitech2/final-project-level3-nlp-12,FALSE,11/19/2021 2:00,11/29/2021 13:41,7/12/2022 1:17,[],6,7,4,0,7,Jupyter Notebook,78204,20,19,11,81,0,0
