Repo,Link,Archived,Creation Date,Description,Topics,#Star,#Watch,#Fork,#Releases,#Contributors,Languages,Size,#Open Issues,#Pull Requests,#Branches,#Tags,#Commits,#Comments,#Downloads,#Deployments
veit/jupyter-tutorial,https://github.com/veit/jupyter-tutorial,False,2019-08-01 06:52:42,Training materials for setting up and using a research infrastructure based on Jupyter notebooks: https://cusy.io/en/seminars,"['jupyter', 'jupyter-notebooks', 'jupyter-kernels', 'ipython', 'ipywidgets', 'ipython-widget', 'spack', 'pipenv', 'dvc', 'data-science', 'pandas']",14,5,7,1,5,Python,35395,45,1,3,71,1804,0,0,0
fengbingchun/PyTorch_Test,https://github.com/fengbingchun/PyTorch_Test,False,2019-01-24 09:24:59,PyTorch's usage,[],9,1,3,0,2,C++,264586,0,0,1,0,35,0,0,0
Amey-Thakur/TEXT-SUMMARIZER,https://github.com/Amey-Thakur/TEXT-SUMMARIZER,False,2021-12-18 09:18:40,"In this project, we propose to implement a web application that can summarize a text or a Wikipedia link. We have additionally been given an opportunity to compare different methods of summarization. ","['ameythakur', 'amey', 'text-summarizer', 'text-summariser', 'python', 'project', 'julia', 'research']",13,1,3,0,1,Python,118808,0,0,1,0,20,0,0,14
facebookresearch/NeuralCompression,https://github.com/facebookresearch/NeuralCompression,False,2021-07-09 15:14:13,A collection of tools for neural compression enthusiasts.,"['python', 'machine-learning', 'deep-learning', 'compression', 'neural-compression', 'pytorch', 'jax']",273,15,21,3,3,Python,1744,14,0,2,3,96,0,0,0
shrivastava-piyush/nlp-code-summarization,https://github.com/shrivastava-piyush/nlp-code-summarization,False,2020-11-16 12:59:00,Project for the class natural language processing ,[],5,1,1,0,1,Jupyter Notebook,33209,0,0,1,0,10,0,0,0
phamdinhkhanh/general_ocr,https://github.com/phamdinhkhanh/general_ocr,False,2021-10-13 07:23:50,,[],57,1,13,1,2,Python,39148,2,0,1,1,9,0,0,0
AI-Core/Content-Public,https://github.com/AI-Core/Content-Public,False,2022-04-27 12:23:37,,[],7,0,3,0,1,Jupyter Notebook,343287,0,0,1,0,51,0,0,0
kevinslin/seed-tldr,https://github.com/kevinslin/seed-tldr,False,2021-03-13 19:36:07,,[],7,3,4,0,3,CoffeeScript,5213,1,1,2,0,132,0,0,5377
iterative/workshop-uncool-mlops-solution,https://github.com/iterative/workshop-uncool-mlops-solution,False,2022-02-25 13:46:05,,[],6,4,2,0,1,Python,2016,1,1,2,4,9,1,0,0
whisk-ml/whisk,https://github.com/whisk-ml/whisk,False,2020-05-04 12:33:54,"whisk is a data science project framework that makes collaboration, reproducibility, and deployment ""just work"".",[],9,2,0,0,2,Python,336,5,1,34,32,254,2,0,0
iterative/dvc-streamlit-components,https://github.com/iterative/dvc-streamlit-components,False,2021-10-05 07:44:48,Streamlit components for DVC ,[],9,18,1,2,1,Python,3041,2,0,2,2,27,0,0,0
pyronear/pyro-risks,https://github.com/pyronear/pyro-risks,False,2020-09-30 17:19:23,Data science for wildfire risk forecasting and monitoring,"['python3', 'wildfire-forecasting', 'scikit-learn']",17,5,7,2,6,Python,6634,16,3,8,2,34,18,0,61
VladCroitoru/dockerfile_smells_project,https://github.com/VladCroitoru/dockerfile_smells_project,False,2021-11-11 22:57:52,A research project that tries to understand the current state of Dockerfiles on GitHub in terms of smells,[],9,1,7,0,1,,170501,1,0,1,0,45,0,0,0
jcpsantiago/dvthis,https://github.com/jcpsantiago/dvthis,False,2021-06-08 06:44:56,R utilities for DVC pipelines.,[],21,2,0,0,1,R,74,1,0,1,0,30,0,0,0
madebyollin/singing-style-transfer,https://github.com/madebyollin/singing-style-transfer,False,2019-01-10 20:42:21,"If you're reading this, the web server was installed correctly.™",[],7,2,1,0,3,Python,415354,0,0,2,0,156,0,0,16
Duankaiwen/PyCenterNet,https://github.com/Duankaiwen/PyCenterNet,False,2022-04-18 12:13:46,,[],137,5,19,0,1,Python,13646,19,0,1,0,34,0,0,0
00krishna-research/lightning-graph-graphsage,https://github.com/00krishna-research/lightning-graph-graphsage,False,2021-11-10 19:42:59,lighting experiment with simple graphSAGE node classification,[],7,0,0,0,1,Python,33,0,0,1,0,2,0,0,0
ashleve/lightning-hydra-template,https://github.com/ashleve/lightning-hydra-template,False,2020-11-04 14:30:09,PyTorch Lightning + Hydra. A very user-friendly template for rapid and reproducible ML experimentation with best practices.  ⚡🔥⚡,"['pytorch-lightning', 'wandb', 'project-structure', 'config', 'deep-learning', 'hydra', 'template', 'pytorch', 'research', 'experiments', 'reproducibility', 'experiment-tracking', 'best-practices', 'neptune', 'mlflow', 'tensorboard', 'comet', 'mlops']",1867,16,307,6,23,Python,3693,26,1,5,6,383,3,0,0
spellml/examples,https://github.com/spellml/examples,False,2018-09-04 20:11:15,Resources for getting started on Spell.,[],39,5,8,0,11,Jupyter Notebook,127767,0,0,3,0,190,2,0,0
Seagate/cortx,https://github.com/Seagate/cortx,False,2020-04-08 16:28:40,CORTX Community Object Storage is 100% open source object storage uniquely optimized for mass capacity storage devices.,"['s3-storage', 'software-defined-storage', 'storage', 'storage-api', 'object-storage', 'object-storage-service', 'objectstorage', 'objectstore', 'opensource', 'open-source', 'hacktoberfest', 'hacktoberfest2020', 'cortx-community', 'inclusivity', 'hackathons', 's3', 'distributed-systems', 'distributed-storage', 'bigdata', 'big-data']",596,59,345,19,219,Jupyter Notebook,2130502,34,10,12,22,6888,31,0,0
Sarang0218/ResearchAndDevFor_Fardlang,https://github.com/Sarang0218/ResearchAndDevFor_Fardlang,False,2022-02-05 15:10:49,,[],5,1,0,0,1,Python,145489,0,0,1,0,4,0,0,0
InfuseAI/ArtiVC,https://github.com/InfuseAI/ArtiVC,False,2022-02-06 15:10:05,A version control system to manage large files.,"['storage', 'version-control', 'machinelearning', 'data']",218,9,9,13,7,Go,2305,6,0,3,13,251,0,0,0
bertbesser/dvc-walkthrough,https://github.com/bertbesser/dvc-walkthrough,False,2019-03-06 09:41:50,A walkthrough of essential DVC features (including tutorial text as well as a working environment).,[],17,1,4,0,3,Shell,1511,5,5,7,1,69,0,0,0
U77w41/Simple_DVC_Demo,https://github.com/U77w41/Simple_DVC_Demo,False,2022-07-28 07:55:07,,[],5,1,1,0,1,Python,5,0,0,1,0,7,0,0,0
kevin-hanselman/dud,https://github.com/kevin-hanselman/dud,False,2020-02-26 04:20:52,A lightweight CLI tool for versioning data alongside source code and building data pipelines.,"['machine-learning', 'dvcs', 'data-science', 'dataset', 'mlops', 'data-engineering', 'data-pipelines']",117,6,1,7,3,Go,3088,11,3,6,7,303,0,0,49
cytomining/profiling-handbook,https://github.com/cytomining/profiling-handbook,False,2018-04-27 17:39:02,Image-based Profiling Handbook,"['cytomining', 'handbook', 'guide', 'morphological-profiling', 'cellprofiler']",7,3,7,0,5,,2568,4,1,4,0,153,0,0,65
sicara/pycon-2022-dvc-streamlit,https://github.com/sicara/pycon-2022-dvc-streamlit,False,2022-04-08 16:20:10,PyCon Talks 2022 by Antoine Toubhans ,"['mlops', 'dvc', 'streamlit']",18,1,5,0,1,Python,7998,0,0,4,0,42,0,0,0
thanhhau097/mlpipeline,https://github.com/thanhhau097/mlpipeline,False,2021-07-31 15:30:04,,[],39,2,8,0,2,Python,3091,1,0,2,0,31,0,0,32
mkcn/fastHistory,https://github.com/mkcn/fastHistory,False,2018-03-18 22:02:31,"A python tool connected to your terminal to store important commands, search them in a fast way and automatically paste them into your terminal","['bash', 'history', 'search-engine', 'tags', 'search', 'manpage', 'flags', 'command-line-tool', 'commandline-interface', 'history-tracking', 'description', 'common-used-utils', 'bash-utils', 'fast', 'fasthistory']",24,3,3,12,2,Python,4204,6,0,3,13,316,0,0,105
10-Academy-quad-squad/casual-graph,https://github.com/10-Academy-quad-squad/casual-graph,False,2021-08-24 09:49:38,Breast cancer prediction using causal Inference,"['python', 'causal-inference', 'causalnex', 'bayesian-network', 'dvc']",7,0,6,0,4,Jupyter Notebook,46310,2,0,7,0,162,0,0,0
peopledoc/mlvtools-tutorial,https://github.com/peopledoc/mlvtools-tutorial,False,2018-08-21 10:13:06,Tutorial for a new versioning Machine Learning pipeline,['peopledoc-opensource'],80,36,12,0,3,JavaScript,3793,1,1,1,0,24,0,0,23
ehutt/dvc-resources,https://github.com/ehutt/dvc-resources,False,2020-05-06 21:22:12,,[],5,2,0,0,1,,126,0,0,2,0,8,0,0,0
marsggbo/hyperbox,https://github.com/marsggbo/hyperbox,False,2021-05-29 11:39:34,https://hyperbox-doc.readthedocs.io/en/latest/,[],5,4,0,1,2,Python,60384,21,16,26,12,425,0,0,0
khuyentran1401/reproducible-data-science,https://github.com/khuyentran1401/reproducible-data-science,False,2022-03-25 01:33:44,Tutorials on creating a reproducible and maintainable data science project,"['data-science', 'python', 'machine-learning', 'mlops', 'mlops-workflow']",78,3,17,0,1,Jupyter Notebook,4059,3,0,2,0,24,0,0,21
sicara/dvc-streamlit-example,https://github.com/sicara/dvc-streamlit-example,False,2021-04-30 17:02:55,Dvc + Streamlit = ❤️,[],32,4,6,0,2,HTML,2302,0,0,4,0,28,0,0,0
weiji14/deepicedrain,https://github.com/weiji14/deepicedrain,False,2019-10-09 02:02:05,"Mapping and monitoring deep subglacial water activity in Antarctica using remote sensing and machine learning, with ICESat-2!","['intake', 'binder', 'python3', 'jupyter-lab', 'big-data', 'antarctica', 'ice-sheet', 'hdf5', 'zarr', 'pygmt', 'datashader', 'analysis-ready-data', 'icesat-2', 'open-science']",20,1,7,9,3,Jupyter Notebook,31062,11,7,8,10,536,0,0,0
nasaharvest/openmapflow,https://github.com/nasaharvest/openmapflow,False,2022-04-22 16:20:59,Rapid map creation with machine learning and earth observation data.,[],39,2,49,9,3,Python,186300,21,1,5,17,883,0,0,0
iterative/dvc.org,https://github.com/iterative/dvc.org,False,2018-06-03 19:30:51,🔗 DVC website and documentation,"['www', 'website', 'open-source', 'react', 'markdown', 'algolia-search', 'algolia', 'documentation', 'documentation-site', 'hacktoberfest', 'pages', 'page', 'documentation-tool']",267,26,330,0,251,TypeScript,186230,205,29,49,2,8039,160,0,13133
geo7/plotting_examples,https://github.com/geo7/plotting_examples,False,2022-07-16 16:53:30,Example plots,[],12,1,0,0,1,Python,7142,0,0,1,0,7,0,0,0
LuongTanDat/WLINUX,https://github.com/LuongTanDat/WLINUX,False,2020-09-07 23:22:52,,[],7,1,6,0,3,Python,1876,1,0,1,0,163,0,0,0
iterative/example-get-started,https://github.com/iterative/example-get-started,False,2019-03-26 01:08:17,Get started DVC project,"['dvc', 'reproducible-research', 'reproducibility', 'reproducible', 'python', 'machine-learning', 'example']",125,18,129,0,1,Python,7256,3,3,4,15,11,74,0,0
RajeshThakur1/EHR_Analysis,https://github.com/RajeshThakur1/EHR_Analysis,False,2021-07-02 15:26:38,,[],5,1,4,0,1,CSS,3757,0,0,1,0,23,0,0,0
Orion-AI-Lab/wildfire_forecasting,https://github.com/Orion-AI-Lab/wildfire_forecasting,False,2022-05-06 13:22:57,Deep Learning Models for Wildfire Danger Forecasting,"['deep-learning', 'pytorch-lightning', 'wildfires']",24,3,6,1,2,Python,69,0,0,1,1,12,0,0,0
codecypher/LearnAI,https://github.com/codecypher/LearnAI,False,2022-06-02 03:39:47,,[],6,2,0,0,1,Python,27474,0,0,1,0,106,0,0,0
mlops-guide/mlops-guide.github.io,https://github.com/mlops-guide/mlops-guide.github.io,False,2021-04-07 02:05:52,"🛠 MLOps end-to-end guide and tutorial website, using IBM Watson, DVC, CML, Terraform, Github Actions and more.","['mlops', 'mlops-environment', 'guide', 'machine-learning', 'watson', 'dvc', 'cml', 'github-actions', 'mlops-workflow', 'mlops-community', 'ibm-watson', 'guides', 'tutorial', 'guided-project', 'tutorials']",34,5,4,0,4,JavaScript,14098,0,0,15,0,138,0,0,83
QuantNymph/OptionsCalculator,https://github.com/QuantNymph/OptionsCalculator,False,2021-06-07 01:16:00,,[],11,2,1,0,1,Python,80329,0,0,1,0,10,0,0,0
prhuppertz/Burned_Area_Detection,https://github.com/prhuppertz/Burned_Area_Detection,False,2020-11-01 15:47:03,Detecting Burned Areas with Sentinel-2 remote sensing data using Deep Learning,[],6,1,3,0,4,Python,36563,0,0,2,0,153,0,0,0
jfzhuang/IFR,https://github.com/jfzhuang/IFR,False,2021-11-22 07:53:14,[CVPR'22] Semi-Supervised Video Semantic Segmentation with Inter-Frame Feature Reconstruction,"['cvpr2022', 'semantic-segmentation', 'semi-supervised-learning', 'semi-supervised-segmentation']",14,1,2,0,1,Python,20650,1,1,1,0,16,0,0,0
NameArtem/deployml_course,https://github.com/NameArtem/deployml_course,False,2020-10-21 12:55:14,Репозиторий для открытого курса «Промышленная эксплуатация моделей машинного обучения»,"['kedro', 'docker']",91,18,31,0,1,Jupyter Notebook,57251,7,0,1,0,28,0,0,0
deep-projects/dvc-cc,https://github.com/deep-projects/dvc-cc,False,2019-05-03 12:50:36,This tool connects DVC (https://dvc.org/) to CC (www.curious-containers.cc) to run your defined stages with DVC in a docker on your cloud system with CC.,[],11,2,1,7,4,Python,7829,13,1,1,7,483,0,0,0
umccr/umccrise,https://github.com/umccr/umccrise,False,2017-12-06 03:22:10,:snake: DRAGEN/bcbio Tumor/Normal workflow post-processing,"['pipeline', 'bcbio', 'reporting', 'cancer-genomics', 'variant-calls', 'bcbio-nextgen', 'cancer-report', 'umccrise', 'pcgr']",12,4,5,2,8,Python,144954,11,0,2,138,1876,25,0,56
wellcometrust/grants_tagger,https://github.com/wellcometrust/grants_tagger,False,2020-06-30 07:13:57,Tag grants with MeSH and other tags,"['mesh', 'machine-learning', 'natural-language-processing', 'transformers', 'hacktoberfest', 'ds-team', 'datascience']",8,9,1,2,6,Python,1910,27,3,23,8,834,0,0,0
umccr/gpgr,https://github.com/umccr/gpgr,False,2020-03-19 08:09:08,:books: Genomics Platform Group Reporter,"['r', 'cancer-genomics']",8,2,1,0,2,R,7783,1,0,2,15,335,0,0,46
V-Sekai/V-Sekai.github.io,https://github.com/V-Sekai/V-Sekai.github.io,False,2021-02-02 22:50:45,Here you can discuss Godot related issues and request features. https://discord.gg/7BQDHesck8,"['godot', 'game-development', 'godot-engine']",14,3,3,0,4,C,69981,54,0,2,0,1862,1,0,1621
Deep-Spark/deepsparkhub,https://github.com/Deep-Spark/deepsparkhub,False,2022-09-08 09:07:01,"DeepSparkHub selects hundreds of application algorithms and models, covering various fields of AI and general-purpose computing, to support the mainstream intelligent computing scenarios.",[],15,3,4,0,1,Python,231320,0,0,1,0,3,0,0,0
hzdr/mlops_comparison,https://github.com/hzdr/mlops_comparison,False,2021-08-03 06:15:51,"Comparison of Metaflow, MLFlow and DVC ",[],6,2,2,0,1,Python,273,0,0,1,0,4,0,0,0
awesome-ML-Ops/study,https://github.com/awesome-ML-Ops/study,False,2019-08-31 15:47:01,,[],14,2,0,0,2,Python,16571,0,0,1,0,3,0,0,0
fuzzylabs/vertex-edge,https://github.com/fuzzylabs/vertex-edge,False,2021-06-25 09:59:15,A tool for training models to Vertex on Google Cloud Platform.,"['machine-learning', 'deep-learning', 'google-cloud-platform', 'mlops', 'ai', 'gcp', 'ml-infrastructure', 'vertex-edge']",24,3,11,0,3,Python,4293,20,0,2,0,128,0,0,0
iterative/dvc-bench,https://github.com/iterative/dvc-bench,False,2020-05-14 16:21:55,Benchmarks for DVC,"['benchmarks', 'dvc', 'performance-testing', 'asv', 'pytest-benchmark', 'airspeed-velocity', 'benchmark', 'python', 'testing']",18,18,9,1,9,Python,5262,17,0,3,1,291,0,0,645
mlrepa/dvc-1-get-started,https://github.com/mlrepa/dvc-1-get-started,False,2019-06-19 17:53:24,Data Version Control (DVC) tutorial 1. Get Started,[],17,3,9,0,1,Jupyter Notebook,47,1,1,3,0,15,0,0,0
inzva/emotion-recognition-drawings,https://github.com/inzva/emotion-recognition-drawings,False,2021-10-19 09:47:50,Multi-modal Emotion Recognition on Drawings Project - inzva AI Projects #7,[],8,12,0,0,4,Jupyter Notebook,3983,1,0,2,0,77,0,0,0
c17hawke/simple-dvc-demo,https://github.com/c17hawke/simple-dvc-demo,False,2021-03-17 14:47:52,,[],33,2,64,0,1,Jupyter Notebook,61,4,3,4,0,32,0,0,9
andriygav/MachineLearningSeminars,https://github.com/andriygav/MachineLearningSeminars,False,2020-08-30 09:35:56,Семинары А.В. Грабового к лекционному курсу К.В. Воронцова.,"['machine-learning', 'ml-course', 'ml-practicum']",145,11,85,0,1,Jupyter Notebook,90651,0,0,2,0,328,0,0,87
manifoldai/orbyter-cookiecutter,https://github.com/manifoldai/orbyter-cookiecutter,False,2019-09-22 04:04:27,Dockerized ML Cookiecutter,[],68,24,16,2,13,Python,324,13,2,40,2,108,0,0,0
zincware/ZnTrack,https://github.com/zincware/ZnTrack,False,2021-06-01 09:58:03,"Create, visualize, run & benchmark DVC pipelines in Python & Jupyter notebooks.","['python', 'git', 'data-science', 'machine-learning', 'developer-tools', 'reproducibility', 'data-version-control', 'dvc']",28,2,3,20,3,Python,7249,56,16,18,20,581,160,0,0
vgupta123/sumpubmed,https://github.com/vgupta123/sumpubmed,False,2020-06-07 18:09:05,SUMPUBMED: Summarization Dataset of PubMed Scientific Article,"['nlp', 'machine-learning', 'summarization', 'resources', 'dataset', 'abstractive-summarization', 'extractive-summarization', 'rouge', 'scientific', 'pubmed', 'biomedical', 'preprocessing']",11,2,2,0,1,,355151,1,0,1,0,18,0,0,0
EIHW/ComParE2021,https://github.com/EIHW/ComParE2021,False,2021-01-28 09:12:35,,[],7,6,1,0,3,Python,147,1,1,5,0,13,0,0,0
iterative/example-dvc-experiments,https://github.com/iterative/example-dvc-experiments,False,2021-05-19 08:31:39,DVC Get Started Project with a focus on `dvc experiment` features. ,"['example', 'dvc', 'deep-learning', 'machine-learning', 'mlops', 'ml-experiments']",9,22,23,0,1,Python,17151,0,0,1,6,5,0,0,0
iterative/cml.dev,https://github.com/iterative/cml.dev,False,2020-06-05 06:55:12,🔗 CML website and documentation,"['react', 'markdown', 'open-source', 'website', 'documentation', 'www', 'documentation-site', 'page', 'pages', 'documentation-tool', 'hacktoberfest']",13,17,19,0,23,TypeScript,51195,43,7,11,0,312,1,0,845
JackonYang/paper-reading,https://github.com/JackonYang/paper-reading,False,2018-05-08 10:12:51,比做算法的懂工程落地，比做工程的懂算法模型。,"['deprecated', 'computer-vi', 'nlp', 'data-ware', 'distribute', 'computer-architecture', 'arxiv']",175,8,33,0,1,Jupyter Notebook,4128,1,0,1,0,121,0,0,0
datarootsio/tutorial-mlops,https://github.com/datarootsio/tutorial-mlops,False,2022-05-02 20:05:01,MLOps exercise material.,[],16,6,2,0,3,Jupyter Notebook,5824,0,0,1,0,10,0,0,0
SkafteNicki/dtu_mlops,https://github.com/SkafteNicki/dtu_mlops,False,2021-04-07 09:27:30,Exercises and supplementary material for the machine learning operations course at DTU.,[],201,5,139,0,51,Jupyter Notebook,321000,2,0,4,0,439,0,0,157
codingpot/git-mlops,https://github.com/codingpot/git-mlops,False,2022-05-26 23:47:41,,[],99,7,3,0,2,Python,71,2,0,2,0,59,0,0,0
iterative/dvc-task,https://github.com/iterative/dvc-task,False,2022-01-25 08:09:47,Celery task queue used in DVC,[],6,11,3,19,6,Python,1163,6,0,4,19,99,0,0,44
FactFiber/kedro-dvc,https://github.com/FactFiber/kedro-dvc,False,2022-02-06 07:33:48,,[],9,4,1,3,3,Python,398,33,1,8,3,59,0,0,0
iterative/example-repos-dev,https://github.com/iterative/example-repos-dev,False,2018-11-29 17:59:53,Source code and generator scripts for example DVC projects used in https://dvc.org/doc/,"['bash', 'dvc', 'machine-learning', 'open-source', 'example']",12,18,10,0,16,Shell,2106,19,5,9,0,114,19,0,0
liangjiandeng/DLPan-Toolbox,https://github.com/liangjiandeng/DLPan-Toolbox,False,2022-07-01 12:45:00,DLPan Toolbox for Pansharpening,[],24,2,5,0,2,Python,85593,2,0,1,0,165,0,0,0
ease-crc/soma,https://github.com/ease-crc/soma,False,2018-11-19 15:09:35,The Socio-physical Model of Activities (SOMA) is a formal activity model for embodied agents that need to operate their body to generate motions that cause intentional effects in the physical and social world.,[],14,9,18,4,10,Python,43962,27,3,23,4,790,0,0,153
