Repo,Link,Archived,Creation Date,Description,Topics,#Star,#Watch,#Fork,#Releases,#Contributors,Languages,Size,#Open Issues,#Pull Requests,#Branches,#Tags,#Commits,#Comments,#Downloads,#Deployments
upura/signate-hiroshima-quest-idea,https://github.com/upura/signate-hiroshima-quest-idea,False,2020-07-12 13:48:01,https://upura.hatenablog.com/entry/2020/10/02/202332,[],5,1,1,0,1,Python,472,0,0,1,0,18,0,0,0
studio-ousia/ease,https://github.com/studio-ousia/ease,False,2022-04-10 01:50:25,,[],29,5,1,0,2,Python,15519,0,0,4,0,132,0,0,0
opendp/smartnoise-sdk,https://github.com/opendp/smartnoise-sdk,False,2019-09-23 18:06:00,Tools and service for differentially private processing of tabular and relational data,"['privacy', 'differential-privacy', 'opendp', 'smartnoise']",169,24,42,9,20,Python,40753,23,4,25,14,656,2,0,13
data-science-on-aws/data-science-on-aws,https://github.com/data-science-on-aws/data-science-on-aws,False,2020-02-29 19:33:58,"AI and Machine Learning with Kubeflow, Amazon EKS, and SageMaker",[],2772,107,899,0,12,Jupyter Notebook,1003315,79,2,3,0,3321,0,0,0
LINC-BIT/legodnn,https://github.com/LINC-BIT/legodnn,False,2021-12-08 12:08:46,LegoDNN: a block-grained scaling tool for mobile vision systems,"['mobile', 'vision']",37,11,21,0,2,Python,349018,1,1,1,0,75,0,0,0
Ben8t/football-analytics,https://github.com/Ben8t/football-analytics,False,2020-04-17 12:21:12,,[],8,2,1,0,1,HTML,599827,0,0,11,0,300,0,0,0
toandaominh1997/grow,https://github.com/toandaominh1997/grow,False,2021-06-05 02:42:48,Boost myself,"['microservice', 'python', 'reactjs', 'nginx', 'kafka', 'elasticsearch', 'redis', 'postgres', 'grafana', 'logstash', 'apache-spark', 'golang', 'django', 'fastapi', 'nextjs', 'flutter', 'kubernetes']",6,1,1,0,2,Python,135952,15,15,21,0,365,353,0,642
solliancenet/azure-synapse-analytics-day,https://github.com/solliancenet/azure-synapse-analytics-day,False,2020-03-11 16:09:19,,[],165,29,188,0,10,Jupyter Notebook,64103,12,0,2,0,422,0,0,0
noahgift/databricks-zero-to-mlops,https://github.com/noahgift/databricks-zero-to-mlops,False,2022-02-14 17:28:50,,[],13,2,10,0,1,Python,161,0,0,1,0,158,0,0,0
mbloem/kedro-mlflow-demo,https://github.com/mbloem/kedro-mlflow-demo,False,2020-05-26 09:22:20,Demo of how Kedro+MLflow can work together,[],8,2,2,0,1,Python,68,1,1,2,5,18,0,0,0
vfdev-5/UDA-pytorch,https://github.com/vfdev-5/UDA-pytorch,False,2019-07-16 11:32:43,Unsupervised Data Augmentation experiments in PyTorch,[],55,6,13,0,1,Jupyter Notebook,489,1,0,1,0,11,0,0,0
nyanp/nyaggle,https://github.com/nyanp/nyaggle,False,2019-12-19 02:01:19,Code for Kaggle and Offline Competitions,"['machine-learning', 'kaggle', 'feature-engineering', 'experiment-tracking', 'ml']",254,12,29,16,7,Python,690,8,0,5,16,412,0,0,0
JeremieMelo/NeurOLight,https://github.com/JeremieMelo/NeurOLight,False,2022-09-19 06:17:24,"A Neural Operator-based Integrated Photonic Device Simulation Framework, NeurOLight NeurIPS 2022","['photonics', 'machine-learning', 'neural-networks', 'optics', 'simulation']",12,2,1,0,1,Python,16608,0,0,1,0,2,0,0,0
alina2204/contrastive_SSL_ship_detection,https://github.com/alina2204/contrastive_SSL_ship_detection,False,2021-09-20 13:37:00,Contrastive self supervised learning for ship detection in Sentinel 2 images,[],11,2,0,0,1,Jupyter Notebook,23204,0,0,1,0,13,0,0,0
omnious/ml-starter-project,https://github.com/omnious/ml-starter-project,False,2022-02-25 05:13:40,OMNIOUS repository to get you started with machine learning ,[],5,3,0,0,1,Python,527,0,0,1,0,1,0,0,0
joelcthomas/ml-azuredatabricks,https://github.com/joelcthomas/ml-azuredatabricks,False,2020-04-02 19:19:23,Collection of Machine Learning Examples for Azure Databricks,"['azure', 'databricks', 'machine-learning', 'deep-learning', 'mlflow']",35,4,22,0,1,Python,2302,1,0,1,0,19,0,0,15
d6t/d6tflow-template,https://github.com/d6t/d6tflow-template,False,2019-04-01 13:58:24,Project template for highly effective data science workflows,[],29,4,10,0,3,Jupyter Notebook,50,0,0,3,0,23,0,0,0
IsakZhang/XABSA,https://github.com/IsakZhang/XABSA,False,2021-11-22 11:51:06,,[],6,3,0,0,1,Python,2386,2,0,1,0,3,0,0,0
corradomonti/learnable-opinion-dynamics,https://github.com/corradomonti/learnable-opinion-dynamics,False,2020-05-18 17:06:46,"Code and data for the KDD2020 paper ""Learning Opinion Dynamics From Social Traces""","['kdd2020', 'tensorflow', 'generative-model', 'opinion-dynamics', 'opinion-mining', 'temporal-graphs', 'expectation-maximization', 'statistical-inference']",19,3,7,0,1,Python,3653,0,0,1,0,20,0,0,5
U-Alberta/ADaPT-ML,https://github.com/U-Alberta/ADaPT-ML,False,2021-06-24 17:34:33,,[],7,0,2,1,1,Python,27679,3,0,1,2,401,2,0,0
padre-lab-eu/pypads,https://github.com/padre-lab-eu/pypads,False,2020-01-21 12:18:36,"Building on the MLFlow toolset this project aims to extend the functionality for MLFlow, increase the automation and therefore reduce the workload for the user. The production of structured results is an additional goal of the extension.",[],13,4,4,0,3,Python,6863,5,0,14,38,715,0,0,0
bingblackbean/streamlit_pycaret,https://github.com/bingblackbean/streamlit_pycaret,False,2020-09-04 13:38:00,,[],9,3,8,0,1,Python,1890,0,0,1,0,2,0,0,0
explosion/spacy-loggers,https://github.com/explosion/spacy-loggers,False,2021-09-13 23:08:57,📟 Logging utilities for spaCy,"['nlp', 'spacy', 'natural-language-processing', 'machine-learning', 'logging', 'python']",8,7,12,2,6,Python,37,1,1,1,4,43,0,0,0
hfwittmann/colab-mlflow-papermill,https://github.com/hfwittmann/colab-mlflow-papermill,False,2019-09-14 11:11:40,"Colab,  MLflow and papermill are individually great. Together they form a dream team.",[],11,0,3,0,1,Jupyter Notebook,9,0,0,1,0,5,0,0,0
Ipsedo/MARLClassification,https://github.com/Ipsedo/MARLClassification,False,2019-06-14 08:14:09,Image classification using reinforcement learning and multi-agent system,"['pytorch', 'image-classification', 'reinforcement-learning', 'multi-agent-system', 'article']",18,2,3,0,1,Python,108402,0,0,2,0,279,0,0,0
talipucar/SimCLR,https://github.com/talipucar/SimCLR,False,2021-01-08 11:19:58,"Pytorch implementation of the paper, ""A Simple Framework for Contrastive Learning of Visual Representations"", or SimCLR, https://arxiv.org/pdf/2002.05709.pdf ","['simclr', 'self-supervised-learning', 'self-supervised', 'pytorch']",6,1,0,0,2,Python,2344,0,0,1,0,15,0,0,0
BookletAI/lead-scoring-demo,https://github.com/BookletAI/lead-scoring-demo,False,2020-03-06 00:21:34,"Building a end-to-end lead scoring machine learning example with Jupyter, Sagemaker, MLflow, and Booklet.ai.","['lead-scoring', 'mlflow', 'sagemaker', 'sklearn']",17,2,7,0,1,Jupyter Notebook,413,10,10,12,0,11,0,0,0
mysterious-ben/ds-examples,https://github.com/mysterious-ben/ds-examples,False,2020-04-19 22:19:31,Notebooks and code snipptets testing various Data Science concepts,[],6,1,1,0,1,Jupyter Notebook,38395,19,19,20,0,84,0,0,0
amineds/databricks,https://github.com/amineds/databricks,False,2021-07-06 07:58:13,This repo holds public collaterals related to my job @ Databricks,[],5,1,5,0,1,Python,6202,0,0,1,0,18,0,0,0
odahu/odahu-docs,https://github.com/odahu/odahu-docs,False,2019-11-06 08:02:18,Source of Odahu documentation,[],7,4,1,0,9,Python,13103,14,1,32,49,100,0,0,0
jeanCarloMachado/PythonSearch,https://github.com/jeanCarloMachado/PythonSearch,False,2021-07-24 19:40:40,"Collect, retrieve and refactor information efficiently in Python","['search', 'search-engine', 'python', 'ranking', 'machine-learning']",7,3,2,0,3,Python,4064,0,0,6,0,668,0,0,87
Cai-Yichao/yolov4-torch-cp,https://github.com/Cai-Yichao/yolov4-torch-cp,False,2021-01-13 06:59:53,yolov4-pytorch,['pytorch-yolov4'],5,1,1,1,1,Python,7831,0,0,1,1,16,0,0,0
ricardo-jr37/mlflow_tutorial,https://github.com/ricardo-jr37/mlflow_tutorial,False,2021-06-07 15:23:50,,[],8,1,1,0,1,Jupyter Notebook,379,0,0,1,0,4,0,0,0
Ankur3107/nlp_notebooks,https://github.com/Ankur3107/nlp_notebooks,False,2020-08-23 08:10:44,"Tensorflow, Pytorch, Huggingface Transformer, Fastai, etc. tutorial Colab Notebooks.","['tensorflow', 'python', 'pytorch', 'transformer', 'transformers', 'fastai', 'nlp', 'colab-notebook', 'colab', 'lstm', 'classification', 'question-answering', 'machine-translation', 'bert', 'huggingface', 'huggingface-transformers']",44,4,11,0,1,Jupyter Notebook,9067,0,0,2,0,33,0,0,1
j-v-n/Springboard,https://github.com/j-v-n/Springboard,False,2019-11-01 11:24:20,,[],5,1,3,0,1,Jupyter Notebook,21680,0,0,1,0,55,0,0,0
dmatrix/tmls-workshop,https://github.com/dmatrix/tmls-workshop,False,2020-11-16 00:44:32,Toronto Machine Learning MLflow Workshop,"['mlflow', 'machine-learning', 'mlops']",25,3,6,0,1,Jupyter Notebook,70615,0,0,1,0,88,0,0,0
WadhwaniAI/covid-modelling,https://github.com/WadhwaniAI/covid-modelling,False,2020-03-23 05:41:43,Repo for modelling the spread of novel Covid-19,[],5,7,0,1,13,Python,233618,6,4,14,1,2179,0,0,0
michaelgroeger/boxshrink,https://github.com/michaelgroeger/boxshrink,False,2022-07-27 15:08:36,"This is the repository for the corresponding 2022 MICCAI-MILLanD workshop paper ""BoxShrink: From Bounding Boxes to Segmentation Masks""",[],9,2,0,0,1,Python,93207,0,0,1,0,43,0,0,0
nbroad1881/stride-former,https://github.com/nbroad1881/strideformer,False,2022-08-19 23:31:21,Using short models to classify long texts,[],7,1,1,0,1,Python,100,0,0,2,0,47,0,0,0
hendrycks/jiminy-cricket,https://github.com/hendrycks/jiminy-cricket,False,2021-08-28 02:34:57,Jiminy Cricket Environment (NeurIPS 2021),"['ml-safety', 'machine-ethics']",15,2,3,0,3,ZAP,200138,0,0,1,0,30,0,0,0
bhavink/databricks,https://github.com/bhavink/databricks,False,2019-08-17 11:40:59,"Databricks Platform - Architecture, Security, Automation and much more!!","['databricks', 'azure-databricks', 'databricks-rest-api', 'databricks-dbconnect', 'databricks-platform', 'databricks-cli', 'deltalake', 'security']",29,6,26,0,1,Jupyter Notebook,13544,1,1,3,0,249,0,0,4
microsoft/AdaMix,https://github.com/microsoft/AdaMix,False,2022-05-24 22:52:02,This is the implementation of the paper AdaMix: Mixture-of-Adapter for Parameter-efficient Tuning of Large Language Models(https://arxiv.org/abs/2205.12410). ,"['adapter', 'nlp', 'pytorch', 'parameter-efficient', 'bert', 'glue', 'nlu', 'roberta']",39,4,5,0,4,Python,17423,11,11,12,0,20,0,0,0
databricks-academy/ml-in-production-english,https://github.com/databricks-academy/ml-in-production-english,False,2021-07-23 01:58:18,Machine Learning in Production,[],64,4,57,13,2,Python,461,0,0,6,13,40,0,0,0
qcwthu/Continual_Fewshot_Relation_Learning,https://github.com/qcwthu/Continual_Fewshot_Relation_Learning,False,2022-03-03 07:19:51,,[],9,1,0,0,1,Python,11356,5,0,1,0,19,0,0,0
kurupical/commonlit,https://github.com/kurupical/commonlit,False,2021-05-26 12:27:40,,[],10,3,2,0,1,Python,1028,0,0,1,0,19,0,0,0
MBKraus/incremental_training,https://github.com/MBKraus/incremental_training,False,2019-10-25 11:42:54,"Repo that relates to the Medium blog 'Keeping your ML model in shape with Kafka, Airflow' and MLFlow'","['mlflow', 'kafka', 'airflow', 'data-science', 'keras', 'docker', 'docker-compose', 'incremental-learning']",105,7,50,0,2,Python,110927,5,2,3,0,61,0,0,0
kssteven418/LTP,https://github.com/kssteven418/LTP,False,2021-07-01 02:50:42,[KDD'22] Learned Token Pruning for Transformers ,"['natural-language-processing', 'transformer', 'bert', 'pruning', 'model-compression', 'efficient-model', 'efficient-neural-networks']",51,1,7,0,1,Python,42265,5,0,4,0,6,0,0,0
cisco-open/flame,https://github.com/cisco-open/flame,False,2021-10-06 01:21:59,flame is a federated learning system for edge with flexibility and scalability at the core of its design.,[],18,3,11,7,10,Go,6599,21,12,12,7,336,0,0,0
mharty3/energy_data_capstone,https://github.com/mharty3/energy_data_capstone,False,2022-03-04 04:52:54,,[],25,2,2,0,1,Jupyter Notebook,12253,6,0,2,0,182,0,0,0
shgidi/stupid_cv,https://github.com/shgidi/stupid_cv,False,2019-10-30 14:51:29,Computer vision pipeline,[],29,5,2,0,1,Python,26,0,0,1,0,14,0,0,0
audi/nucleus7,https://github.com/audi/nucleus7,False,2019-12-10 14:07:31,nucleus7 library for deep learning development,"['nucleus7', 'deep-learning', 'tensorflow']",32,3,8,0,4,Python,7334,7,3,3,1,6,0,0,3
arnabdeypolimi/Image-classification-PyTorch-MLflow,https://github.com/arnabdeypolimi/Image-classification-PyTorch-MLflow,False,2020-04-12 21:27:34,Image classification using Transfer learning technique. Updated and added mlflow with PyTorch fine-tune tutorial,"['python', 'pytorch', 'transfer-learning', 'image-classification', 'mlflow', 'mlflow-pytorch', 'imageclassification', 'vgg16', 'squeezenet', 'inceptionv3', 'resnet', 'densenet', 'torchvision', 'fine-tuning']",7,2,0,0,1,Jupyter Notebook,150,0,0,2,0,34,0,0,11
geekbass/argo-examples,https://github.com/geekbass/argo-examples,False,2021-03-23 17:38:27,Example of using Argo for CI/CD ,[],5,3,0,0,1,Python,968,0,0,9,0,176,0,0,0
LambdaLabsML/examples,https://github.com/LambdaLabsML/examples,False,2022-07-07 13:06:19,Deep Learning Examples,[],343,10,45,0,3,Jupyter Notebook,43972,15,1,5,0,33,0,0,0
ivanovitchm/mlops,https://github.com/ivanovitchm/mlops,False,2021-10-25 12:40:07,"Repository for DCA0305, an undergraduate course about Machine Learning Workflows and Pipelines",[],81,12,17,0,1,Jupyter Notebook,32349,0,0,1,0,144,0,0,0
ashishpatel26/MLflow_End_to_End_Example,https://github.com/ashishpatel26/MLflow_End_to_End_Example,False,2022-06-14 12:52:53,MLflow is Open source platform for the machine learning lifecycle so here you can learn MLflow End to End Example with Prediction.,"['mlflow', 'mlflow-tracking', 'scikit-learn', 'xgboost', 'mlflow-example']",8,1,8,0,1,Jupyter Notebook,1641,0,0,1,0,4,0,0,0
fau-is/grm,https://github.com/fau-is/grm,False,2020-07-29 17:08:52,,[],9,4,2,0,3,Python,46107,0,0,1,0,24,0,0,0
microsoft/text-to-sql-schema-expansion-generalization,https://github.com/microsoft/text-to-sql-schema-expansion-generalization,False,2022-05-23 14:52:52,Bridging the Generalization Gap in Text-to-SQL Parsing with Schema Expansion,[],12,6,2,0,4,Python,17568,0,0,1,0,11,0,0,0
SeanPLeary/dash-image-annotator,https://github.com/SeanPLeary/dash-image-annotator,False,2019-07-28 06:48:36,"Image Annotator Web-app using Plotly-Dash, MongoDB, and MLflow ","['plotly', 'dash', 'image-annotation', 'mlflow', 'mongodb', 'gridfs']",10,2,5,0,1,Python,2619,6,5,6,0,12,0,0,0
gabisurita/vrp-attention-jax,https://github.com/gabisurita/vrp-attention-jax,False,2021-10-03 23:42:22,"Reimplementation of the paper ""Attention, Learn to Solve Routing Problems!"" in jax/flax.",[],7,1,0,0,1,Python,58,0,0,2,0,12,0,0,0
telekom/HPOflow,https://github.com/telekom/HPOflow,False,2021-04-21 10:33:08,"Tools for Optuna, MLflow and the integration of both.","['optuna', 'mlflow', 'machine-learning', 'hyperparameter', 'logging', 'hyperparameter-optimization', 'python', 'transformers']",16,3,1,6,3,Python,6586,13,0,5,6,192,1,0,126
pfnet-research/kaggle-hpa-2021-7th-place-solution,https://github.com/pfnet-research/kaggle-hpa-2021-7th-place-solution,False,2021-05-28 06:24:39,7th place solution of Human Protein Atlas - Single Cell Classification on Kaggle,"['hpa-challenge-2021', 'deep-learning', 'kaggle', 'kaggle-competition']",8,15,0,0,1,Python,53,0,0,1,0,1,0,0,0
xlpczv/Semi_Siamese,https://github.com/xlpczv/Semi_Siamese,False,2022-02-06 06:46:01,,[],6,2,0,0,1,Python,1801,3,0,1,0,4,0,0,0
ICL-ml4csec/VulBERTa,https://github.com/ICL-ml4csec/VulBERTa,False,2022-05-24 02:50:14,Simplified Source Code Pre-Training for Vulnerability Detection,[],23,1,7,0,1,Jupyter Notebook,1382,2,0,1,0,21,0,0,0
marco-morales/QMSS-GR5069_Spring2022,https://github.com/marco-morales/QMSS-GR5069_Spring2022,False,2021-10-28 12:54:07,Class repository for GR5069 - Applied Data Science for Social Scientists (Spring 2022),"['data-science', 'social-sciences', 'educational-materials', 'course-repository']",10,7,9,0,1,Jupyter Notebook,25715,0,0,1,0,64,0,0,0
zivilenorkunaite/apjbootcamp2022,https://github.com/zivilenorkunaite/apjbootcamp2022,False,2022-01-17 01:55:58,,[],25,4,50,0,7,Python,124415,1,1,3,0,95,0,0,0
RiskModellingResearch/RiskManagementDL_Autumn21,https://github.com/RiskModellingResearch/RiskManagementDL_Autumn21,False,2021-10-04 13:09:35,,[],7,5,2,0,3,Jupyter Notebook,115562,0,0,1,0,23,0,0,0
miguelgfierro/pybase,https://github.com/miguelgfierro/pybase,False,2019-05-16 22:19:52,Codebase for Python,"['python', 'codebase', 'programming-tools']",19,1,9,0,1,Python,2327,11,1,2,0,1200,0,0,0
sethjuarez/rocksie,https://github.com/sethjuarez/rocksie,False,2021-09-17 23:46:42,,[],6,4,3,0,1,Jupyter Notebook,479,0,0,3,0,46,0,0,0
mtrencseni/pytorch-playground,https://github.com/mtrencseni/pytorch-playground,False,2019-03-13 06:56:50,PyTorch playground,[],22,2,15,0,1,Jupyter Notebook,9982,1,0,1,0,20,0,0,0
amesar/mlflow-model-monitoring,https://github.com/amesar/mlflow-model-monitoring,False,2021-07-11 20:45:59,,[],7,3,3,0,1,Python,277,0,0,1,0,7,0,0,0
tamriq/paraphrase,https://github.com/tamriq/paraphrase,False,2019-12-10 16:31:42,paraphrase project,[],7,3,1,0,1,Python,526326,0,0,1,0,35,0,0,0
Adapter-Hub/adapter-transformers,https://github.com/adapter-hub/adapter-transformers,False,2020-04-21 16:21:43,Huggingface Transformers + Adapters = ❤️,"['nlp', 'natural-language-processing', 'adapters', 'transformers', 'bert', 'pytorch']",1048,18,186,12,431,Python,72241,48,4,3,14,10966,0,0,51
ProfLuciano/cd,https://github.com/ProfLuciano/cd,False,2020-02-17 19:18:53,,[],13,4,10,0,3,Jupyter Notebook,40286,0,0,1,0,256,0,0,126
bheinzerling/lm-as-kb,https://github.com/bheinzerling/lm-as-kb,False,2021-04-21 17:38:12,"Code for the paper: Language Models as Knowledge Bases: On Entity Representations, Storage Capacity, and Paraphrased Queries (EACL 2021)",[],9,1,0,0,1,Python,65,0,0,1,0,2,0,0,0
GokuMohandas/follow,https://github.com/GokuMohandas/follow,False,2021-10-02 04:47:19,,[],9,2,12,0,1,Jupyter Notebook,1435,1,0,19,0,58,0,0,7
uclasystem/bamboo,https://github.com/uclasystem/bamboo,False,2022-07-28 02:04:53,"Bamboo is a system for running large pipeline-parallel DNNs affordably, reliably, and efficiently using spot instances.",[],14,1,2,0,5,Python,25607,0,0,1,0,350,0,0,0
databricks-academy/streaming-lakehouse,https://github.com/databricks-academy/streaming-lakehouse,False,2021-06-15 16:45:46,,[],12,1,8,0,0,Python,63,0,0,1,0,2,0,0,0
netguru/opoca,https://github.com/netguru/opoca,False,2020-05-26 12:42:21,Library for speeding up building machine learning proof of concepts.,[],8,2,0,0,4,Python,1096,17,17,18,1,13,0,0,0
getindata/jupyterlab-mlflow-extension,https://github.com/getindata/jupyterlab-mlflow-extension,False,2019-06-21 08:34:44,,[],8,2,1,0,1,TypeScript,37,3,3,4,0,7,0,0,0
dropreg/R-Drop,https://github.com/dropreg/R-Drop,False,2021-05-28 14:58:09,,[],729,5,104,0,3,Python,5674,1,0,1,0,22,0,0,0
shibuiwilliam/mlflow_hydra_optuna_the_easy_way,https://github.com/shibuiwilliam/mlflow_hydra_optuna_the_easy_way,False,2021-10-13 01:16:14,"combination of mlflow, hydra and optuna in the easy way",[],9,1,0,0,1,Python,729,0,0,1,0,19,0,0,0
anubhavgupta1/DeepLearning,https://github.com/anubhavgupta1/DeepLearning,False,2019-12-09 16:42:03,,[],5,3,8,0,1,Jupyter Notebook,18163,0,0,1,0,86,0,0,0
Azure/azureml-assets,https://github.com/Azure/azureml-assets,False,2022-03-15 23:26:18,,[],11,3011,7,0,12,Python,1197,17,15,25,50,216,0,0,2046
acleclair/ICPC2020_GNN,https://github.com/acleclair/ICPC2020_GNN,False,2020-04-08 14:20:53,Code for the ICPC 2020 paper Improved Source Code Summarization via a Graph Neural Network,[],60,4,16,0,1,Python,182,2,0,2,0,14,0,0,0
victor369basu/End2EndAutomaticSpeechRecognition,https://github.com/victor369basu/End2EndAutomaticSpeechRecognition,False,2021-06-01 17:25:18,"In this repository, I have developed an end to end Automatic speech recognition project. I have developed the neural network model for automatic speech recognition with PyTorch and used MLflow to manage the ML lifecycle, including experimentation, reproducibility, deployment, and a central model registry.","['machine-learning', 'speech-recognition', 'speech-to-text', 'signal-processing', 'mlflow', 'pytorch', 'production', 'neural-network', 'mlops', 'deep-learning', 'audio-processing', 'nlp', 'automatic-speech-recognition', 'librispeech-dataset', 'rnn', 'speech']",21,2,11,0,1,Python,4331,0,0,2,0,8,0,0,0
aws-samples/amazon-sagemaker-automatic-deploy-mlflow-model,https://github.com/aws-samples/amazon-sagemaker-automatic-deploy-mlflow-model,False,2022-09-09 04:29:50,,[],9,2,1,0,3,Python,497,1,1,1,0,12,0,0,0
zademn/mnist-mlops-learning,https://github.com/zademn/mnist-mlops-learning,False,2021-10-22 08:38:26,"In this project I played with mlflow, streamlit and fastapi to create a training and prediction app on digits","['fastapi', 'machine-learning', 'streamlit', 'mlflow', 'mlops']",75,2,15,0,1,Python,1018,1,0,1,0,10,0,0,0
jul095/TrafficMonitoring,https://github.com/jul095/TrafficMonitoring,False,2021-10-22 14:34:04,Trajectory Extraction of road users via Traffic Camera,[],12,1,4,0,1,Python,289908,2,1,2,0,12,0,0,0
alfozan/mlflow-example,https://github.com/alfozan/mlflow-example,False,2020-08-16 13:22:48,"This repository provides an example of dataset preprocessing, GBRT (Gradient Boosted Regression Tree) model training and evaluation, model tuning and finally model serving (REST API) in a containerized environment using MLflow tracking, projects and models modules.","['mlflow', 'scikit-learn', 'gbrt', 'mlflow-tracking', 'mlflow-docker', 'mlflow-projects', 'mlflow-models']",14,1,9,0,1,Jupyter Notebook,7285,0,0,1,0,10,0,0,0
loglabs/mltrace,https://github.com/loglabs/mltrace,False,2021-02-18 01:27:42,Coarse-grained lineage and tracing for machine learning pipelines.,"['mlops', 'machine-learning', 'tracing', 'pipeline-management', 'devops']",442,6,29,7,8,Python,17926,30,2,34,8,775,0,0,0
SAP-samples/hana-ml-samples,https://github.com/SAP-samples/hana-ml-samples,False,2019-06-18 21:36:03,This project provides code examples for SAP HANA Predictive and Machine Learning scenarios and is educational content. It covers simple Predictive Analysis Library SQL examples as well as complete SAP HANA design-time  “ML scenario”-application content or HANA-ML Python Notebook examples.,"['sample', 'sample-code', 'predictive', 'ml', 'sap-hana', 'machine-learning']",69,21,41,0,10,Jupyter Notebook,66430,4,0,3,0,193,0,0,0
haradai1262/NeurIPS-Education-Challenge-2020,https://github.com/haradai1262/NeurIPS-Education-Challenge-2020,False,2020-11-01 19:25:00,,[],11,0,3,0,1,Python,992,1,0,1,0,8,0,0,0
amazon-research/fact-graph,https://github.com/amazon-science/fact-graph,False,2022-04-19 18:00:47,"Implementation of the paper ""FactGraph: Evaluating Factuality in Summarization with Semantic Graph Representations (NAACL 2022)""","['factuality', 'abstractive-summarization']",25,5,4,0,4,Python,2343,3,1,2,0,38,0,0,0
james-tn/Many-Models,https://github.com/james-tn/Many-Models,False,2021-06-04 21:36:00,Implement many models for ML in Azure ,[],7,2,4,0,1,Jupyter Notebook,771,0,0,1,0,134,0,0,0
leggedrobotics/DeLORA,https://github.com/leggedrobotics/delora,False,2020-10-29 12:40:22,Self-supervised Deep LiDAR Odometry for Robotic Applications,"['robotics', 'lidar-odometry', 'robotic-applications', 'paper']",177,20,40,0,3,Python,889,3,0,1,0,30,0,0,0
amitvkulkarni/Versioning-ML-Models-datasets-With-DVC,https://github.com/amitvkulkarni/Versioning-ML-Models-datasets-With-DVC,False,2021-06-12 14:25:30,"Data Version Control, or DVC, is a data and ML experiment management tool that takes advantage of the existing engineering toolset that we are familiar with (Git, CI/CD, etc.). DVC is meant to be run alongside Git. The git and dvc commands will often be used in tandem, one after the other. While Git is used to storing and version code, DVC does the same for data and model files.",[],5,1,5,0,1,HTML,2333,0,0,2,0,7,0,0,0
cnextio/cnext,https://github.com/cnextio/cnext,False,2022-05-15 14:09:13,The Data-centric IDE for Data Science and AI,[],24,5,1,20,7,JavaScript,165183,14,8,48,63,1789,1,0,0
nlpbook/nlpbook,https://github.com/nlpbook/nlpbook,False,2021-05-20 12:19:14,Applied Natural Language Processing in the Enterprise - An O'Reilly Media Publication,"['nlp', 'ai', 'deep-learning']",89,4,37,1,2,Jupyter Notebook,6083,3,0,1,1,7,0,0,0
SaschaDittmann/MLOps-Databricks,https://github.com/SaschaDittmann/MLOps-Databricks,False,2019-11-06 00:08:23,"MLOps using Azure Databricks, Azure DevOps and Azure ML Services",[],43,4,52,0,1,Python,680,2,0,2,0,69,0,0,0
neptune-ai/neptune-mlflow,https://github.com/neptune-ai/neptune-mlflow,False,2019-02-28 21:22:59,Neptune integration with MLflow,"['neptune-mlflow', 'neptune-community-spectrum', 'data-science', 'machine-learning', 'deep-learning', 'reinforcement-learning', 'platform', 'mlflow', 'machine-learning-platform', 'mlflow-neptune', 'mlflow2', 'neptune-platform', 'python3']",27,13,5,6,6,Python,96,3,1,3,11,40,0,0,0
Azure/projectluna,https://github.com/Azure/projectluna,False,2020-07-20 22:15:47,Repo for Project Luna,[],16,9,7,0,2,C#,307370,0,0,6,0,61,0,0,57
aws-samples/aws-mlflow-sagemaker-cdk,https://github.com/aws-samples/aws-mlflow-sagemaker-cdk,False,2021-10-13 18:25:44,MLflow on AWS Fargate integrated with Amazon SageMaker. ,"['aws', 'cdk', 'fargate', 'mlflow', 'mlflow-tracking', 'nginx', 'sagemaker']",15,2,8,0,6,Jupyter Notebook,26662,1,0,3,0,69,0,0,0
WLDCH/covid19-deaths-prediction,https://github.com/WLDCH/covid19-deaths-prediction,False,2022-08-06 20:26:41,Predict the number of deaths due to covid19 in the next two weeks,"['covid-19', 'machine-learning', 'mlops']",11,1,2,0,1,Python,41967,0,0,1,0,83,0,0,0
ggwiebe/data-ai-virtual-tour,https://github.com/ggwiebe/data-ai-virtual-tour,False,2022-08-11 19:48:26,Data & AI Virtual Tour Repo,[],5,1,8,0,1,Python,83606,0,0,1,0,17,0,0,0
MuttData/soam,https://github.com/MuttData/soam,False,2021-08-06 19:37:08,the forecasting framework you will love,[],11,4,1,1,11,Jupyter Notebook,9051,1,1,44,53,621,0,0,0
ggjy/Hire-Wave-MLP.pytorch,https://github.com/ggjy/Hire-Wave-MLP.pytorch,False,2021-11-30 09:33:46,Implementation of Hire-MLP: Vision MLP via Hierarchical Rearrangement and An Image Patch is a Wave: Phase-Aware Vision MLP.,[],28,1,2,2,1,Python,7184,1,1,1,2,17,0,0,0
