Repo,Link,Archived,Creation Date,First Activity Date,Last Activity Date,Topics,#Star,#Watch,#Fork,#Releases,#Contributors,Language,Size,#Issues,#Pull Requests,#Branches,#Commits,#Comments,#Deployments
alibaba/AliceMind,https://github.com/alibaba/AliceMind,False,2021-05-21 13:04:50,2021-05-21 13:04:51,2022-10-21 02:45:51,"['nlp', 'bert', 'natural-language-processing', 'deep-learning']",1386,42,217,1,11,Python,27170,63,12,3,49,0,0
YuriyGuts/kaggle-quora-question-pairs,https://github.com/YuriyGuts/kaggle-quora-question-pairs,False,2017-04-11 20:19:24,2017-04-11 20:19:25,2020-11-26 14:07:31,"['kaggle', 'data-science', 'competition', 'machine-learning', 'nlp']",103,9,38,1,1,Jupyter Notebook,4872,6,0,1,71,0,0
Adapter-Hub/adapter-transformers,https://github.com/adapter-hub/adapter-transformers,False,2020-04-21 16:21:43,2018-10-29 13:56:02,2022-11-24 14:04:35,"['nlp', 'natural-language-processing', 'adapters', 'transformers', 'bert', 'pytorch']",1094,20,191,12,432,Python,72201,455,215,3,10969,0,55
intel/e2eAIOK,https://github.com/intel/e2eAIOK,False,2022-08-02 19:58:17,2020-09-04 06:58:30,2022-11-22 15:21:49,[],13,4,9,2,9,Python,143450,91,75,5,467,0,0
libsbmlsim/libsbmlsim,https://github.com/libsbmlsim/libsbmlsim,False,2015-12-04 12:12:25,2012-03-10 11:50:37,2021-09-14 14:52:27,"['sbml', 'sbml-simulation', 'systems-biology', 'systems-biology-simulation']",10,3,7,0,5,C,35231,24,11,4,390,0,0
morningmoni/CiteSum,https://github.com/morningmoni/CiteSum,False,2022-05-09 20:53:44,2022-05-09 20:57:51,2022-07-08 20:55:51,"['text-summarization', 'citation-text-generation', 'scientific-summarization', 'extreme-summarization']",21,2,1,0,1,Python,2596,0,0,1,8,0,0
sigopt/sigopt-spark,https://github.com/sigopt/sigopt-spark,False,2016-06-30 00:31:08,2016-06-13 17:58:30,2022-10-06 15:03:01,[],11,4,5,0,4,Scala,121,7,7,5,67,0,0
Ascend/ModelZoo-PyTorch,https://github.com/Ascend/ModelZoo-PyTorch,False,2022-04-20 04:11:18,2022-03-18 03:51:17,2022-11-25 03:53:46,[],10,6,5,0,254,Python,67602,3,1,2,3466,0,0
sigopt/sigopt-python,https://github.com/sigopt/sigopt-python,False,2014-12-18 04:16:14,2014-12-18 00:44:33,2022-11-16 21:01:33,[],65,22,20,0,21,Python,884,396,384,35,552,32,0
DIVA-DIA/Text-Line-Segmentation-Method-for-Medieval-Manuscripts,https://github.com/DIVA-DIA/Text-Line-Segmentation-Method-for-Medieval-Manuscripts,False,2019-06-11 09:36:06,2017-11-13 01:57:13,2022-10-10 08:29:32,[],15,4,4,1,3,Python,21010,8,0,1,233,0,0
amzn/amazon-ray,https://github.com/amzn/amazon-ray,False,2021-01-21 22:18:15,2016-02-07 22:18:40,2022-10-24 22:52:07,[],52,11,22,0,423,Python,139754,101,92,8,10633,0,0
phvu/misc,https://github.com/phvu/misc,False,2013-05-23 13:17:47,2013-05-23 13:17:47,2016-11-21 12:57:45,[],42,9,54,0,2,Jupyter Notebook,39506,3,1,1,126,0,0
awsm-research/VulRepair,https://github.com/awsm-research/VulRepair,False,2022-07-19 01:29:56,2022-07-19 01:29:56,2022-10-22 23:38:04,[],11,2,3,1,1,Python,30151,5,0,1,27,0,0
RUCAIBox/TextBox,https://github.com/RUCAIBox/TextBox,False,2020-11-08 07:35:46,2020-11-08 07:35:48,2022-11-24 05:34:01,"['text-generation', 'natural-language-processing', 'deep-learning', 'pretrained-models', 'python', 'pytorch', 'seq2seq']",423,11,75,2,17,Python,16966,287,262,2,1239,0,0
microprediction/tuneup,https://github.com/microprediction/tuneup,False,2020-09-22 15:59:25,2020-09-22 15:59:26,2021-02-13 05:46:24,"['optimization-algorithms', 'optimization', 'optimization-methods', 'global-optimization', 'global-optimization-algorithms']",6,4,3,4,2,Python,129,1,0,1,50,0,0
atrudel/code_synthesis,https://github.com/atrudel/code_synthesis,False,2018-11-27 08:29:23,2018-07-03 09:07:36,2018-11-27 09:23:44,[],9,1,1,0,3,Python,24393,1,0,1,174,0,0
sigopt/sigopt-java,https://github.com/sigopt/sigopt-java,False,2015-04-13 19:30:17,2015-04-09 10:51:00,2022-10-18 20:28:43,[],8,24,2,5,12,Java,296,71,71,7,214,6,0
HKUNLP/icl-selective-annotation,https://github.com/HKUNLP/icl-selective-annotation,False,2022-09-04 03:57:23,2022-09-04 03:57:23,2022-10-05 13:38:41,"['active-learning', 'language-model', 'nlp', 'sample-selection', 'in-context-learning', 'natural-language-processing']",45,7,7,0,3,Python,34027,0,0,1,10,0,0
sigopt/SigOptR,https://github.com/sigopt/SigOptR,False,2016-02-23 18:14:31,2016-02-23 18:14:31,2022-10-06 13:34:22,[],13,30,8,0,7,R,44,14,14,1,72,0,0
PradeepNalluri/Prefix-Tuning-Bert,https://github.com/PradeepNalluri/Prefix-Tuning-Bert,False,2021-11-03 22:19:31,2021-11-11 07:24:17,2022-06-28 03:16:02,[],10,2,1,0,3,Python,13316,2,0,2,34,0,0
DIVA-DIA/DeepDIVA,https://github.com/DIVA-DIA/DeepDIVA,False,2017-09-27 11:45:54,2017-09-27 11:45:54,2020-09-26 16:52:36,"['pytorch', 'python', 'deep-learning', 'deep-neural-networks', 'deprecated', 'archived']",32,13,30,2,9,Python,5549,20,10,1,686,0,0
nmiculinic/minion-basecaller,https://github.com/nmiculinic/minion-basecaller,False,2016-11-10 12:32:30,2016-11-10 12:32:31,2020-01-29 06:22:06,"['minion-sequencer', 'seq2seq', 'seq2seq-tensorflow', 'minion', 'basecaller', 'deep-learning', 'bioinformatics']",8,4,1,0,3,Jupyter Notebook,14451,44,43,3,630,0,0
chiahsuan156/DST-as-Prompting,https://github.com/chiahsuan156/DST-as-Prompting,False,2021-09-09 05:38:20,2021-09-09 05:38:21,2022-03-09 04:03:30,"['dialogue', 'dialogue-state-tracking', 'natural-language-processing', 'prompt-tuning', 'prompting', 'schema', 'seq2seq', 't5', 'task-oriented-dialogue']",38,4,10,0,1,Python,12602,9,0,1,18,0,0
v7labs/Gale,https://github.com/v7labs/Gale,False,2020-04-28 10:55:46,2019-10-02 14:12:13,2020-10-21 20:32:51,[],13,8,4,0,8,Python,301,6,5,1,197,0,0
violet-zct/swarm-distillation-zero-shot,https://github.com/violet-zct/swarm-distillation-zero-shot,False,2021-10-24 04:38:00,2018-10-29 13:56:02,2022-05-04 19:04:24,[],12,2,1,0,422,Python,81741,0,0,288,8702,0,0
trufflesecurity/truffleHog,https://github.com/trufflesecurity/trufflehog,False,2016-12-31 05:08:12,2022-01-12 16:56:33,2022-11-22 21:13:34,"['secret', 'trufflehog', 'credentials', 'security', 'devsecops', 'dynamic-analysis', 'go', 'golang', 'security-tools']",9764,150,1181,63,41,Go,4892,943,662,22,1752,1,0
CuongNN218/zalo_ltr_2021,https://github.com/CuongNN218/zalo_ltr_2021,False,2021-12-11 01:15:41,2021-12-11 01:15:41,2021-12-20 17:25:29,[],127,2,45,0,2,Python,10720,3,2,2,24,0,0
